8.9934,8.9934,3.5974,8.3938,5.396,8.3938,4.1969,4.7965,8.9934,4.1969,3.5974,0.5996,0.5996,0.5996,1.1991,0.5996,0.5996,0,0.5996,0.5996,0.5996,1.1991,0,1.7987,0,3.5974,0.5996,0.5996,0,0.5996,0.5996,0,0.5996,0,0,0,0,1.1991,0.5996,0.5996,0,1.7987,0.5996,1.1991,0.5996,0,0,0,3.5974,0.5996,1.1991,0,0,0,1.1991,0.5996,0.5996,1.1991,0,0,1.1991,2.9978,0,0,0,1.1991,0,0.5996,1.7987,0.5996,0.5996,0.5996,0.5996,0.5996,0,0.5996,0.5996,0,0.5996,0,0,0,0.5996,0,2.3982,0.5996,0.5996,0.5996,0,0,0.5996,0,0,3.5974,0,1.1991,1.1991,0.5996,1.1991,0.5996,0.5996,1.7987,0,0.5996,0,0,0,0,0.5996,0.5996,0.4004
8.0816,5.3877,3.2326,10.2367,4.3102,10.2367,3.2326,4.8489,5.3877,3.2326,1.0775,0,1.0775,1.0775,1.0775,2.1551,0,1.0775,0,0.5388,0,0,0,1.0775,0,1.6163,1.0775,0,1.0775,0.5388,1.6163,0,0,0,0,0.5388,0.5388,0.5388,0,0,1.6163,1.0775,0.5388,3.7714,0,0,0,0.5388,1.6163,1.0775,1.6163,0.5388,0.5388,0,0.5388,0.5388,0.5388,0,0,0,1.0775,1.0775,0.5388,2.1551,0,3.2326,0,0.5388,1.0775,0.5388,0.5388,0.5388,0,0.5388,0,1.0775,0,0,0.5388,0,0.5388,0.5388,0,0,1.6163,0,0,2.1551,0,0,0,0,0.5388,1.6163,0.5388,1.0775,1.0775,0,0,0.5388,0,1.6163,0,0,0,0,0,0,1.0775,0,0.4612
9.9684,15.9494,6.6456,9.9684,3.3228,9.9684,2.6582,7.3101,15.9494,2.6582,2.6582,0.6646,1.3291,0,2.6582,0.6646,0,1.3291,0.6646,0,0,1.9937,0.6646,1.9937,0,0.6646,0.6646,0,9.3038,0.6646,1.9937,0.6646,1.9937,0,0,0,0,1.9937,0,0,1.3291,5.3165,0.6646,0,0,0,0.6646,0,0.6646,1.3291,0.6646,0,0,0,0,0.6646,0,1.9937,0,0,0,1.9937,0.6646,3.9873,0,0,0,0,1.9937,0.6646,0,0,0,0.6646,0,1.3291,0,0,0.6646,0,1.9937,0,1.3291,0.6646,0.6646,0,0.6646,1.9937,0,0,1.3291,3.9873,0,2.6582,0,5.981,0.6646,0,1.3291,0,0,1.3291,0,0,0,0.6646,0,0,0.6646,0,0.3354
13.3479,14.0153,7.3414,6.674,3.337,6.674,4.0044,8.6761,14.0153,4.0044,2.6696,0.6674,4.0044,0.6674,0.6674,0,0,3.337,1.3348,0,0.6674,2.0022,1.3348,2.6696,0,0.6674,0,2.0022,2.6696,2.0022,4.0044,0.6674,0,0,0.6674,0,0.6674,0.6674,0.6674,0,0,6.0066,0,0,0,0,0,0,0.6674,0,1.3348,0,0.6674,0,0.6674,0,0,0.6674,0,0,0.6674,0.6674,0,1.3348,0,0,0,0,2.6696,1.3348,0,0.6674,0,1.3348,0,0,0,0,2.0022,0,3.337,0,0,0,0.6674,0,0.6674,1.3348,2.0022,0,0.6674,0.6674,0,0.6674,0.6674,6.0066,2.6696,0.6674,1.3348,0.6674,0,2.6696,0.6674,0,0,0,0,0,0.6674,0,0.3326
4.8583,14.5749,5.4656,9.7166,3.0364,9.7166,1.8219,7.8947,14.5749,1.8219,0,0.6073,0,0.6073,0.6073,0,0,3.0364,0,0,0,0,1.2146,5.4656,0,0,0,1.2146,5.4656,1.2146,0.6073,0.6073,1.2146,0.6073,0.6073,0,0,1.2146,0,0,0,7.2874,0.6073,0,0,0.6073,0,1.2146,0,0,1.2146,0,0.6073,0,1.2146,0,0,0,0,0,0,0,0.6073,2.4291,0,0,0,0.6073,5.4656,0.6073,0,0,0,0.6073,0,0,0,0,1.2146,0,1.8219,0,0.6073,0,0.6073,1.8219,0.6073,0.6073,1.8219,0,1.2146,4.8583,0,0,0,7.2874,1.2146,0,0,0,0,1.2146,0,0,0,0,0,0,0.6073,0,0.3927
13.2643,20.6334,5.8952,7.3691,1.4738,7.3691,1.4738,10.3167,20.6334,1.4738,2.9476,0.7369,0.7369,0,0.7369,0,0.7369,4.4214,2.2107,0,0,4.4214,2.2107,7.3691,0,0.7369,0,0.7369,4.4214,0.7369,2.2107,0.7369,1.4738,0,0.7369,0,0,0.7369,0,0,0,6.6322,0,0,0,0,0,0,0.7369,0,0.7369,0,0,0,0,0,0,0.7369,0,0,0,0,0,0,0,0,0,0,7.3691,0,0,0.7369,0,0,0,0,0,0,0.7369,0,5.8952,0,0.7369,0,0,0,0,2.2107,1.4738,0,1.4738,5.8952,0.7369,0,0,6.6322,0.7369,0.7369,3.6845,0.7369,0,1.4738,0,0,0,0,0,0,0,0,0.2631
6.2773,4.4838,4.9322,11.6579,3.587,11.6579,0.8968,4.9322,4.4838,0.8968,0.8968,0.8968,0.8968,0.4484,1.3451,1.3451,0,0.4484,0,0,0.4484,0,0,1.7935,0,1.7935,0,0.4484,0,0,0.8968,0,0.8968,1.3451,0,0,0,1.3451,0.4484,0,0.8968,2.2419,1.7935,2.2419,0.8968,0,0,0.8968,2.2419,0.4484,0.8968,0,0.8968,0,0,0.4484,0,0.8968,0,0,0.8968,1.3451,0.4484,2.6903,0.8968,2.2419,0.4484,0.4484,1.7935,0.4484,0,0,0,0.4484,0,0.4484,0,0,0,0,0.4484,0,0,0.4484,0.4484,2.6903,0.4484,0.4484,0,0,0.4484,0,0,1.7935,0,2.2419,0,0,0,0,0,0,0,0.4484,0,0.4484,0,0,0,0,0.5516
2.9476,14.7381,0,4.4214,10.3167,4.4214,14.0012,10.3167,14.7381,14.0012,0,0.7369,0,0,0.7369,0,0.7369,0.7369,0,0,0,0,0,2.2107,0,0,0,0,4.4214,8.106,0,0,0,0,0,0,0,0,0,0,0,4.4214,0,0,0,0,0,0,0,0,2.2107,0,0,0,0,0,0,5.8952,0,2.2107,0,0,0,0,0,0,0,0,2.2107,2.2107,0,0,0,2.2107,0,0,0,2.2107,8.106,1.4738,0.7369,0,0,0,6.6322,0,1.4738,0.7369,0,0,0,1.4738,0,0,1.4738,4.4214,7.3691,0,0,0,0,7.3691,0,0,1.4738,0,4.4214,0.7369,0,0,0.2631
10.5103,11.6781,8.7586,11.0942,1.7517,11.0942,1.1678,1.1678,11.6781,1.1678,4.0873,0,2.3356,0.5839,0.5839,1.7517,0,0,1.1678,0,2.3356,0,0.5839,1.1678,1.1678,4.0873,0,0,2.3356,0,2.9195,1.1678,1.1678,1.1678,0,0,0,1.1678,1.1678,0,0,2.3356,1.7517,2.3356,0,0,0,0,4.0873,0.5839,0,0,1.1678,0.5839,0,0,0,0,0,0,0.5839,1.7517,0.5839,3.5034,0,2.3356,0,0,2.3356,0,0,0.5839,0,0,0,0.5839,0,0,0,0,0,0,1.1678,0,0,0,0,0,0,0,0.5839,4.6712,0,1.7517,0,2.3356,1.1678,0,0,0.5839,0,1.1678,0,0,0,0,0,0,0,0,0.4161
1.7308,16.1538,4.0385,8.6538,2.3077,8.6538,1.7308,8.6538,16.1538,1.7308,0,0,0,0.5769,0,0.5769,0,0.5769,0,0,0.5769,7.5,1.7308,1.7308,0.5769,1.7308,0,1.1538,1.1538,0,0,1.1538,0,0.5769,0,0,0.5769,0,1.7308,0,0,4.6154,0,1.1538,0,0,0,0.5769,1.7308,0,0,0,0,0,0,0,0,1.7308,0,0.5769,0.5769,1.1538,1.1538,1.1538,0,1.7308,0,1.1538,1.1538,0.5769,0,0.5769,0,0.5769,0,0,0,0,0.5769,0,0.5769,0.5769,0.5769,1.1538,1.7308,0,0.5769,1.7308,1.7308,0,0,0,0,1.1538,0,4.6154,0.5769,1.1538,8.0769,0.5769,0,0.5769,0.5769,0,0,0,0,0.5769,0,0,0.4231
4.9669,8.4437,4.9669,10.9272,2.9801,10.9272,0.9934,6.457,8.4437,0.9934,0.4967,0,0.4967,0.9934,0,0.9934,0,1.4901,0.4967,0,0.9934,0,0.4967,3.9735,0.4967,0.4967,0.4967,0.4967,0.9934,0,0.4967,0,0,0.4967,0.4967,0.9934,0,0.9934,1.4901,0,0.4967,3.9735,0.9934,3.4768,0.4967,0,0,0.4967,0.4967,0.4967,0.9934,0,0,0,0,0.9934,0,0,0.4967,0,0.4967,1.4901,0.9934,0.4967,0,2.9801,0,1.4901,2.9801,0,0,0.4967,0,0,0,0.4967,0,0,0,0,0.4967,0,0.9934,0,1.4901,0.9934,0,1.4901,0.9934,0,0.4967,1.9868,0.4967,1.4901,0,2.9801,0.4967,0,0,0.4967,0,0.4967,0,0,0,0,0,0,0.4967,0,0.5033
7.7491,8.3026,6.0886,9.4096,4.428,9.4096,2.7675,7.7491,8.3026,2.7675,1.107,0.5535,2.214,1.107,0.5535,0,0.5535,1.6605,0,0,0,1.6605,0.5535,0,0.5535,2.7675,1.107,0.5535,0.5535,0.5535,1.6605,0,0.5535,0,0,0,0,2.214,1.107,0.5535,0.5535,1.107,1.107,1.107,0,0,0.5535,1.6605,2.7675,0.5535,1.107,0,0.5535,0.5535,1.107,0,0,0,0.5535,0,1.107,2.7675,0,3.321,0,1.6605,0,0,0,0.5535,0.5535,0.5535,0,0.5535,0,0.5535,0,0.5535,0,0,1.107,0,1.107,0,1.107,2.7675,0,1.107,0.5535,0,0,1.107,0,2.7675,0.5535,1.107,0.5535,0,1.6605,0.5535,0,0.5535,0,0,0.5535,0.5535,0,0,1.107,0,0.4465
3.2189,12.8755,1.2876,5.794,4.5064,5.794,9.0129,13.5193,12.8755,9.0129,0.6438,0,0,0,0,0,0,2.5751,0,0,0.6438,0.6438,0,2.5751,0,0.6438,0,1.2876,1.9313,5.1502,0,0,0,0,0,0,0,1.2876,0,0,0,4.5064,0,0,0.6438,0,0,0,0.6438,0,0,0,0,0,0.6438,0,0.6438,2.5751,0,0.6438,0,0,0,0,0,0,0,0.6438,3.2189,1.9313,0,0.6438,0,1.9313,0,0,0.6438,0.6438,5.1502,0,1.9313,0.6438,0.6438,1.2876,1.9313,0.6438,1.9313,2.5751,1.2876,0,0,1.2876,0,0,0,4.5064,5.1502,0.6438,0.6438,0.6438,0,5.1502,0.6438,0,1.2876,0,0.6438,0.6438,0,0.6438,0.3562
10.3522,5.1761,2.588,9.8346,3.1057,9.8346,1.5528,1.5528,5.1761,1.5528,2.0704,0,1.0352,0.5176,2.588,2.588,0.5176,0,1.0352,0,1.0352,0.5176,0,1.0352,0,2.588,0,0,0,0,1.5528,0,0,0.5176,0,0,0,0.5176,0,0,2.0704,2.0704,0.5176,1.5528,0.5176,0,0,0,2.588,0.5176,2.0704,0,0,0,0,0.5176,0,0,0,0,0.5176,2.588,0.5176,2.0704,0,1.5528,0.5176,0,1.0352,1.0352,0,0,0,1.0352,0,0.5176,0,0,0,0,1.0352,0,0.5176,0,0,0,0,0,0,0,0,0,0,2.588,0,2.0704,0,0,0.5176,0,0,0,0,0.5176,0,0,0.5176,0.5176,0,0,0.4824
8.8538,9.5349,2.7243,5.4485,3.4053,5.4485,1.3621,8.8538,9.5349,1.3621,2.0432,0,1.3621,0,0.6811,0,0,2.7243,1.3621,0.6811,1.3621,2.0432,0,2.0432,0,2.0432,0.6811,0,1.3621,0,0.6811,0.6811,0,0,0,0,0,1.3621,0,0,0,2.0432,0,0.6811,0,0,0,0,2.0432,0.6811,0.6811,0.6811,0.6811,0,0.6811,0,0,0.6811,0,0,0,1.3621,0,0,0,0.6811,0.6811,0.6811,2.0432,0,0,0,0,0,0.6811,0.6811,0,0,0,0,3.4053,1.3621,0.6811,0,0.6811,0,0,2.0432,0,0,0.6811,1.3621,0,2.0432,0,2.0432,0,1.3621,2.0432,0,0,0,0,0.6811,0,0,0,0,0.6811,0,0.3189
5.8902,9.3261,3.4359,9.817,2.4542,9.817,1.4725,5.3993,9.3261,1.4725,1.4725,0.4908,0.4908,0,0.4908,0.9817,0,0.9817,0.4908,0,0.9817,2.9451,0,0,0.4908,2.4542,0,0.4908,1.9634,0,0.4908,0.4908,0.4908,0.4908,0,0.4908,0,0.4908,0.4908,0,0.9817,1.9634,0,1.4725,0,0,0.4908,1.4725,2.9451,0.4908,0.4908,0,0.4908,1.4725,0,0,0,0,0,0,0.9817,1.4725,0.4908,3.9268,0.9817,0.9817,0,0.9817,0,0,0,0.4908,0,0,0,0.4908,0,0,0.4908,0,0,0,0.9817,0.4908,0.4908,1.9634,0,0.9817,0,0.4908,0.4908,0,0.4908,1.9634,0,1.9634,0.9817,0,2.9451,0.4908,0,0.9817,0,0,0,0.4908,0,0,0,0,0.5092
11.3522,8.3648,10.1572,10.7547,3.5849,10.7547,2.3899,11.9497,8.3648,2.3899,2.9874,1.195,1.195,1.7925,1.195,0,0,1.7925,0.5975,0,0.5975,1.195,0.5975,1.7925,0,1.7925,1.195,0,1.195,0,2.9874,1.195,1.7925,0,0,0.5975,0,2.9874,0.5975,0,0.5975,2.9874,0.5975,1.7925,0,1.195,0,0,1.7925,1.7925,1.195,0,0.5975,0,0.5975,0,0.5975,0.5975,0,0,0,1.195,1.7925,2.3899,0.5975,1.7925,0.5975,0,1.7925,0.5975,0,0,0,0.5975,0,1.7925,0,0,0,0,1.7925,0.5975,2.3899,0,0.5975,0.5975,0,5.9748,0,0,0.5975,0,1.195,1.7925,0,2.9874,0,0.5975,1.195,0,0,0,0,0.5975,0.5975,0,0,0,1.195,0,0.4025
9.3573,11.8526,3.7429,13.724,9.3573,13.724,2.4953,4.3667,11.8526,2.4953,2.4953,0,0,0.6238,3.1191,0,0.6238,1.2476,1.2476,0,0,3.7429,1.2476,1.2476,0.6238,1.8715,1.2476,0,1.2476,0.6238,0.6238,0,0.6238,0,0,1.2476,0,1.2476,0,0,2.4953,3.1191,0,3.7429,0,0,0.6238,0.6238,1.8715,1.2476,1.8715,0.6238,1.2476,0,3.1191,0.6238,0,1.2476,0,0,0,2.4953,0.6238,4.9905,0,3.7429,0,0,1.2476,0.6238,0,0,0,0.6238,0,1.2476,0,0,0.6238,0,1.8715,0.6238,0,0,1.2476,0.6238,0,0,0,0,0,1.2476,0,2.4953,0.6238,3.1191,0,0,4.3667,0,0,0,0,0,0.6238,0.6238,0,0,1.2476,0,0.3762
5.2493,9.3321,7.5824,12.2484,6.9991,12.2484,2.333,9.3321,9.3321,2.333,0.5833,0,0.5833,0,1.1665,1.7498,0.5833,0.5833,0,0,0,1.1665,0,1.7498,0,1.7498,1.1665,1.1665,2.333,0,1.1665,0,2.9163,0,1.1665,0,0,1.1665,0.5833,0,1.1665,2.333,0.5833,1.7498,1.7498,2.333,0,0.5833,1.7498,0,0.5833,0,1.1665,0.5833,0.5833,1.7498,0,1.7498,0,0.5833,0.5833,2.333,0,4.6661,0,1.1665,0,0.5833,1.7498,1.1665,0,0.5833,0,1.1665,0.5833,0,0,0,0,0,1.1665,0,1.1665,0,1.7498,1.1665,0,3.4996,0.5833,0,0,2.333,0,2.333,0,2.333,0.5833,0,1.1665,0.5833,0,0.5833,0.5833,0,0,0,0,0,1.1665,0,0.4167
4.9584,9.9168,7.7131,6.0603,2.2037,6.0603,2.7547,6.6112,9.9168,2.7547,0.5509,0,1.6528,0,0.5509,0,0,2.2037,0,0,1.1019,1.1019,1.1019,1.1019,0,1.6528,0.5509,1.1019,1.1019,1.1019,1.1019,1.1019,0.5509,0.5509,0,0,0,1.1019,2.7547,0,0,2.2037,1.1019,0.5509,0,0,0,0,1.6528,0.5509,0,0.5509,1.1019,0,0,0,0,0,0.5509,0,0,1.6528,0.5509,1.1019,0,0.5509,0.5509,0.5509,1.1019,0,0,0.5509,0,0,0,0.5509,0.5509,0,1.1019,0,1.1019,1.1019,0.5509,0.5509,1.6528,1.1019,0,0.5509,0,0,1.1019,0,1.1019,1.6528,0,2.2037,1.1019,1.1019,1.1019,0.5509,0,1.1019,0,0.5509,0,0,0,0,0.5509,0.5509,0.4491
5.3556,7.4979,9.6401,11.7823,2.1422,11.7823,2.6778,6.4267,7.4979,2.6778,2.1422,0.5356,1.0711,0,0,0.5356,0,0,1.0711,0,0,1.6067,1.0711,1.6067,0,2.1422,0,0,1.0711,0,1.0711,0.5356,2.6778,0,0.5356,0.5356,0,4.2845,0,0,1.0711,1.0711,1.0711,2.6778,0,0,0.5356,2.1422,2.1422,1.0711,0,0,0.5356,0.5356,0.5356,0,0,0,0,0,0,2.6778,0.5356,3.2134,0,2.6778,0,0,1.0711,1.6067,0,0,0,1.6067,0,1.0711,0,0,0,0,1.0711,0,2.1422,0,0,2.6778,0,0,0.5356,0,0,0,0.5356,2.1422,1.0711,1.0711,1.0711,0,1.6067,0,0,1.0711,0,0,0,0.5356,1.0711,0,0,0,0.4644
4.8417,12.1043,4.2365,10.2886,3.0261,10.2886,4.2365,13.9199,12.1043,4.2365,0,1.2104,0,0,0.6052,0,0.6052,1.8156,0,0,0,1.8156,0,0.6052,0,4.8417,1.8156,1.2104,1.2104,0.6052,0.6052,1.2104,1.2104,0.6052,0,0,0,0.6052,0,0,0,1.8156,0,1.8156,0,0,0,1.8156,4.8417,0,0.6052,0.6052,0,0,0,0,0,1.8156,0,0,0,1.8156,0,2.4209,0,2.4209,0,0.6052,0.6052,2.4209,0,1.2104,0,2.4209,0,0,0,0,0.6052,0,2.4209,0.6052,2.4209,0.6052,0.6052,0.6052,1.8156,3.6313,1.2104,0,0.6052,1.2104,0,1.8156,1.8156,1.8156,0,1.2104,2.4209,1.2104,0.6052,0,0.6052,0,0,0.6052,0,1.2104,1.2104,0,0.3948
16.3299,3.1606,3.1606,11.5889,5.7945,11.5889,4.2142,1.5803,3.1606,4.2142,8.4283,0,1.0535,1.5803,1.5803,0.5268,0,1.5803,0,1.0535,0.5268,0,0,0.5268,0.5268,1.0535,0,0,0,0.5268,1.5803,0,0,0.5268,0,0,0.5268,0,0,0.5268,0.5268,2.1071,0,4.2142,0,1.0535,1.5803,0,1.0535,1.0535,1.5803,0,0.5268,1.0535,1.0535,0.5268,0,0,1.0535,0,1.0535,0.5268,1.0535,0.5268,1.5803,3.6874,1.5803,0,0.5268,1.0535,1.0535,0,0,1.0535,0.5268,1.0535,0,0,0.5268,0,0.5268,0,0.5268,0.5268,0,0,0,0,0,0,0,0,0,0.5268,0,2.1071,0.5268,0,0,0,0.5268,0.5268,0,1.0535,0.5268,1.5803,0,0,0,0,0.4732
12.0656,7.8689,6.2951,8.918,4.1967,8.918,1.5738,8.3934,7.8689,1.5738,3.6721,1.5738,0.5246,1.0492,1.0492,1.5738,0,2.623,0,0,1.0492,0.5246,0,1.0492,0,3.1475,0.5246,0,1.0492,0.5246,0.5246,0.5246,1.5738,1.0492,0.5246,0,0,2.0984,0,0,1.0492,0.5246,1.5738,2.0984,0,0,0,0.5246,3.1475,0,1.5738,0.5246,0.5246,0,0.5246,0.5246,0,0,0.5246,0,1.0492,1.5738,0.5246,1.5738,0,2.0984,0,1.0492,1.0492,0,0,1.0492,0,0,0,0,0,0,0.5246,0,2.0984,0.5246,1.0492,0.5246,1.0492,1.0492,0,1.5738,0,0,1.0492,0,0,1.5738,1.0492,0.5246,1.0492,0.5246,1.0492,1.0492,0,1.0492,0,0,0,0,0,0,0.5246,0,0.4754
