0.458,0.458,0.1832,0.4275,0.2748,0.4275,0.2137,0.2443,0.458,0.2137,0.1832,0.0305,0.0305,0.0305,0.0611,0.0305,0.0305,0,0.0305,0.0305,0.0305,0.0611,0,0.0916,0,0.1832,0.0305,0.0305,0,0.0305,0.0305,0,0.0305,0,0,0,0,0.0611,0.0305,0.0305,0,0.0916,0.0305,0.0611,0.0305,0,0,0,0.1832,0.0305,0.0611,0,0,0,0.0611,0.0305,0.0305,0.0611,0,0,0.0611,0.1527,0,0,0,0.0611,0,0.0305,0.0916,0.0305,0.0305,0.0305,0.0305,0.0305,0,0.0305,0.0305,0,0.0305,0,0,0,0.0305,0,0.1221,0.0305,0.0305,0.0305,0,0,0.0305,0,0,0.1832,0,0.0611,0.0611,0.0305,0.0611,0.0305,0.0305,0.0916,0,0.0305,0,0,0,0,0.0305,0.0305,0.0357,0.0586,0.0629,0.0585,0.0625,0.0808,0.0774,0.0708,0.058,0.0545,0.0611,0.0537,0.0467,0.0492,0.0637,0.0755
0.3928,0.2619,0.1571,0.4976,0.2095,0.4976,0.1571,0.2357,0.2619,0.1571,0.0524,0,0.0524,0.0524,0.0524,0.1048,0,0.0524,0,0.0262,0,0,0,0.0524,0,0.0786,0.0524,0,0.0524,0.0262,0.0786,0,0,0,0,0.0262,0.0262,0.0262,0,0,0.0786,0.0524,0.0262,0.1833,0,0,0,0.0262,0.0786,0.0524,0.0786,0.0262,0.0262,0,0.0262,0.0262,0.0262,0,0,0,0.0524,0.0524,0.0262,0.1048,0,0.1571,0,0.0262,0.0524,0.0262,0.0262,0.0262,0,0.0262,0,0.0524,0,0,0.0262,0,0.0262,0.0262,0,0,0.0786,0,0,0.1048,0,0,0,0,0.0262,0.0786,0.0262,0.0524,0.0524,0,0,0.0262,0,0.0786,0,0,0,0,0,0,0.0524,0,0.0392,0.0555,0.0634,0.0559,0.0548,0.0643,0.0675,0.0645,0.0618,0.0619,0.0592,0.0607,0.0562,0.0638,0.0727,0.0723
0.4631,0.741,0.3088,0.4631,0.1544,0.4631,0.1235,0.3396,0.741,0.1235,0.1235,0.0309,0.0618,0,0.1235,0.0309,0,0.0618,0.0309,0,0,0.0926,0.0309,0.0926,0,0.0309,0.0309,0,0.4323,0.0309,0.0926,0.0309,0.0926,0,0,0,0,0.0926,0,0,0.0618,0.247,0.0309,0,0,0,0.0309,0,0.0309,0.0618,0.0309,0,0,0,0,0.0309,0,0.0926,0,0,0,0.0926,0.0309,0.1853,0,0,0,0,0.0926,0.0309,0,0,0,0.0309,0,0.0618,0,0,0.0309,0,0.0926,0,0.0618,0.0309,0.0309,0,0.0309,0.0926,0,0,0.0618,0.1853,0,0.1235,0,0.2779,0.0309,0,0.0618,0,0,0.0618,0,0,0,0.0309,0,0,0.0309,0,0.0273,0.0394,0.0492,0.0587,0.0595,0.0604,0.0643,0.0692,0.0709,0.0761,0.076,0.072,0.0646,0.0629,0.0592,0.0594
0.6825,0.7167,0.3754,0.3413,0.1706,0.3413,0.2048,0.4436,0.7167,0.2048,0.1365,0.0341,0.2048,0.0341,0.0341,0,0,0.1706,0.0683,0,0.0341,0.1024,0.0683,0.1365,0,0.0341,0,0.1024,0.1365,0.1024,0.2048,0.0341,0,0,0.0341,0,0.0341,0.0341,0.0341,0,0,0.3071,0,0,0,0,0,0,0.0341,0,0.0683,0,0.0341,0,0.0341,0,0,0.0341,0,0,0.0341,0.0341,0,0.0683,0,0,0,0,0.1365,0.0683,0,0.0341,0,0.0683,0,0,0,0,0.1024,0,0.1706,0,0,0,0.0341,0,0.0341,0.0683,0.1024,0,0.0341,0.0341,0,0.0341,0.0341,0.3071,0.1365,0.0341,0.0683,0.0341,0,0.1365,0.0341,0,0,0,0,0,0.0341,0,0.0298,0.0438,0.0569,0.0668,0.0619,0.0586,0.062,0.0631,0.0683,0.0681,0.0661,0.0607,0.0638,0.0644,0.065,0.0663
0.2809,0.8427,0.316,0.5618,0.1756,0.5618,0.1053,0.4564,0.8427,0.1053,0,0.0351,0,0.0351,0.0351,0,0,0.1756,0,0,0,0,0.0702,0.316,0,0,0,0.0702,0.316,0.0702,0.0351,0.0351,0.0702,0.0351,0.0351,0,0,0.0702,0,0,0,0.4213,0.0351,0,0,0.0351,0,0.0702,0,0,0.0702,0,0.0351,0,0.0702,0,0,0,0,0,0,0,0.0351,0.1404,0,0,0,0.0351,0.316,0.0351,0,0,0,0.0351,0,0,0,0,0.0702,0,0.1053,0,0.0351,0,0.0351,0.1053,0.0351,0.0351,0.1053,0,0.0702,0.2809,0,0,0,0.4213,0.0702,0,0,0,0,0.0702,0,0,0,0,0,0,0.0351,0,0.0397,0.0421,0.0531,0.0418,0.0581,0.0611,0.0692,0.0644,0.0707,0.0647,0.0681,0.0631,0.0715,0.0664,0.0686,0.0623
0.8213,1.2775,0.365,0.4563,0.0913,0.4563,0.0913,0.6388,1.2775,0.0913,0.1825,0.0456,0.0456,0,0.0456,0,0.0456,0.2738,0.1369,0,0,0.2738,0.1369,0.4563,0,0.0456,0,0.0456,0.2738,0.0456,0.1369,0.0456,0.0913,0,0.0456,0,0,0.0456,0,0,0,0.4106,0,0,0,0,0,0,0.0456,0,0.0456,0,0,0,0,0,0,0.0456,0,0,0,0,0,0,0,0,0,0,0.4563,0,0,0.0456,0,0,0,0,0,0,0.0456,0,0.365,0,0.0456,0,0,0,0,0.1369,0.0913,0,0.0913,0.365,0.0456,0,0,0.4106,0.0456,0.0456,0.2281,0.0456,0,0.0913,0,0,0,0,0,0,0,0,0.0285,0.0447,0.0556,0.0582,0.059,0.06,0.0628,0.0644,0.0599,0.063,0.0716,0.072,0.0727,0.0651,0.0633,0.0536
0.33,0.2357,0.2593,0.6129,0.1886,0.6129,0.0471,0.2593,0.2357,0.0471,0.0471,0.0471,0.0471,0.0236,0.0707,0.0707,0,0.0236,0,0,0.0236,0,0,0.0943,0,0.0943,0,0.0236,0,0,0.0471,0,0.0471,0.0707,0,0,0,0.0707,0.0236,0,0.0471,0.1179,0.0943,0.1179,0.0471,0,0,0.0471,0.1179,0.0236,0.0471,0,0.0471,0,0,0.0236,0,0.0471,0,0,0.0471,0.0707,0.0236,0.1414,0.0471,0.1179,0.0236,0.0236,0.0943,0.0236,0,0,0,0.0236,0,0.0236,0,0,0,0,0.0236,0,0,0.0236,0.0236,0.1414,0.0236,0.0236,0,0,0.0236,0,0,0.0943,0,0.1179,0,0,0,0,0,0,0,0.0236,0,0.0236,0,0,0,0,0.0508,0.0614,0.0571,0.0671,0.0679,0.0604,0.0572,0.0567,0.0712,0.0609,0.0639,0.0645,0.0597,0.0556,0.0621,0.06
0.183,0.9151,0,0.2745,0.6406,0.2745,0.8694,0.6406,0.9151,0.8694,0,0.0458,0,0,0.0458,0,0.0458,0.0458,0,0,0,0,0,0.1373,0,0,0,0,0.2745,0.5033,0,0,0,0,0,0,0,0,0,0,0,0.2745,0,0,0,0,0,0,0,0,0.1373,0,0,0,0,0,0,0.366,0,0.1373,0,0,0,0,0,0,0,0,0.1373,0.1373,0,0,0,0.1373,0,0,0,0.1373,0.5033,0.0915,0.0458,0,0,0,0.4118,0,0.0915,0.0458,0,0,0,0.0915,0,0,0.0915,0.2745,0.4576,0,0,0,0,0.4576,0,0,0.0915,0,0.2745,0.0458,0,0,0.0286,0.044,0.067,0.0654,0.0652,0.0549,0.0535,0.061,0.0689,0.0706,0.0646,0.0652,0.0588,0.0626,0.0593,0.0647
0.5525,0.6139,0.4604,0.5832,0.0921,0.5832,0.0614,0.0614,0.6139,0.0614,0.2149,0,0.1228,0.0307,0.0307,0.0921,0,0,0.0614,0,0.1228,0,0.0307,0.0614,0.0614,0.2149,0,0,0.1228,0,0.1535,0.0614,0.0614,0.0614,0,0,0,0.0614,0.0614,0,0,0.1228,0.0921,0.1228,0,0,0,0,0.2149,0.0307,0,0,0.0614,0.0307,0,0,0,0,0,0,0.0307,0.0921,0.0307,0.1842,0,0.1228,0,0,0.1228,0,0,0.0307,0,0,0,0.0307,0,0,0,0,0,0,0.0614,0,0,0,0,0,0,0,0.0307,0.2456,0,0.0921,0,0.1228,0.0614,0,0,0.0307,0,0.0614,0,0,0,0,0,0,0,0,0.0383,0.0501,0.0595,0.0639,0.057,0.0603,0.0527,0.0581,0.0571,0.0678,0.0698,0.0676,0.0621,0.0628,0.0747,0.0676
0.1147,1.0701,0.2675,0.5733,0.1529,0.5733,0.1147,0.5733,1.0701,0.1147,0,0,0,0.0382,0,0.0382,0,0.0382,0,0,0.0382,0.4968,0.1147,0.1147,0.0382,0.1147,0,0.0764,0.0764,0,0,0.0764,0,0.0382,0,0,0.0382,0,0.1147,0,0,0.3057,0,0.0764,0,0,0,0.0382,0.1147,0,0,0,0,0,0,0,0,0.1147,0,0.0382,0.0382,0.0764,0.0764,0.0764,0,0.1147,0,0.0764,0.0764,0.0382,0,0.0382,0,0.0382,0,0,0,0,0.0382,0,0.0382,0.0382,0.0382,0.0764,0.1147,0,0.0382,0.1147,0.1147,0,0,0,0,0.0764,0,0.3057,0.0382,0.0764,0.5351,0.0382,0,0.0382,0.0382,0,0,0,0,0.0382,0,0,0.049,0.0665,0.0599,0.0622,0.0637,0.0528,0.054,0.0547,0.0623,0.0651,0.0657,0.0653,0.0493,0.0598,0.0669,0.0647
0.2852,0.4848,0.2852,0.6274,0.1711,0.6274,0.057,0.3707,0.4848,0.057,0.0285,0,0.0285,0.057,0,0.057,0,0.0856,0.0285,0,0.057,0,0.0285,0.2281,0.0285,0.0285,0.0285,0.0285,0.057,0,0.0285,0,0,0.0285,0.0285,0.057,0,0.057,0.0856,0,0.0285,0.2281,0.057,0.1996,0.0285,0,0,0.0285,0.0285,0.0285,0.057,0,0,0,0,0.057,0,0,0.0285,0,0.0285,0.0856,0.057,0.0285,0,0.1711,0,0.0856,0.1711,0,0,0.0285,0,0,0,0.0285,0,0,0,0,0.0285,0,0.057,0,0.0856,0.057,0,0.0856,0.057,0,0.0285,0.1141,0.0285,0.0856,0,0.1711,0.0285,0,0,0.0285,0,0.0285,0,0,0,0,0,0,0.0285,0,0.0506,0.0513,0.0575,0.0607,0.0633,0.0691,0.0552,0.0611,0.0572,0.0611,0.0662,0.0601,0.0638,0.0625,0.0689,0.0627
0.4063,0.4353,0.3193,0.4934,0.2322,0.4934,0.1451,0.4063,0.4353,0.1451,0.058,0.029,0.1161,0.058,0.029,0,0.029,0.0871,0,0,0,0.0871,0.029,0,0.029,0.1451,0.058,0.029,0.029,0.029,0.0871,0,0.029,0,0,0,0,0.1161,0.058,0.029,0.029,0.058,0.058,0.058,0,0,0.029,0.0871,0.1451,0.029,0.058,0,0.029,0.029,0.058,0,0,0,0.029,0,0.058,0.1451,0,0.1741,0,0.0871,0,0,0,0.029,0.029,0.029,0,0.029,0,0.029,0,0.029,0,0,0.058,0,0.058,0,0.058,0.1451,0,0.058,0.029,0,0,0.058,0,0.1451,0.029,0.058,0.029,0,0.0871,0.029,0,0.029,0,0,0.029,0.029,0,0,0.058,0,0.041,0.0533,0.0525,0.0521,0.0736,0.0634,0.0558,0.0554,0.0729,0.06,0.0608,0.0675,0.0673,0.0534,0.0703,0.0718
0.1975,0.7899,0.079,0.3555,0.2765,0.3555,0.553,0.8294,0.7899,0.553,0.0395,0,0,0,0,0,0,0.158,0,0,0.0395,0.0395,0,0.158,0,0.0395,0,0.079,0.1185,0.316,0,0,0,0,0,0,0,0.079,0,0,0,0.2765,0,0,0.0395,0,0,0,0.0395,0,0,0,0,0,0.0395,0,0.0395,0.158,0,0.0395,0,0,0,0,0,0,0,0.0395,0.1975,0.1185,0,0.0395,0,0.1185,0,0,0.0395,0.0395,0.316,0,0.1185,0.0395,0.0395,0.079,0.1185,0.0395,0.1185,0.158,0.079,0,0,0.079,0,0,0,0.2765,0.316,0.0395,0.0395,0.0395,0,0.316,0.0395,0,0.079,0,0.0395,0.0395,0,0.0395,0.0382,0.0502,0.0586,0.0681,0.0756,0.0664,0.0589,0.0617,0.0565,0.0585,0.0699,0.0642,0.0607,0.0592,0.0589,0.055
0.5261,0.2631,0.1315,0.4998,0.1578,0.4998,0.0789,0.0789,0.2631,0.0789,0.1052,0,0.0526,0.0263,0.1315,0.1315,0.0263,0,0.0526,0,0.0526,0.0263,0,0.0526,0,0.1315,0,0,0,0,0.0789,0,0,0.0263,0,0,0,0.0263,0,0,0.1052,0.1052,0.0263,0.0789,0.0263,0,0,0,0.1315,0.0263,0.1052,0,0,0,0,0.0263,0,0,0,0,0.0263,0.1315,0.0263,0.1052,0,0.0789,0.0263,0,0.0526,0.0526,0,0,0,0.0526,0,0.0263,0,0,0,0,0.0526,0,0.0263,0,0,0,0,0,0,0,0,0,0,0.1315,0,0.1052,0,0,0.0263,0,0,0,0,0.0263,0,0,0.0263,0.0263,0,0,0.0429,0.0564,0.0715,0.0688,0.0598,0.0699,0.0775,0.0747,0.0627,0.0475,0.047,0.0557,0.0639,0.0596,0.0577,0.0582
0.3982,0.4288,0.1225,0.245,0.1532,0.245,0.0613,0.3982,0.4288,0.0613,0.0919,0,0.0613,0,0.0306,0,0,0.1225,0.0613,0.0306,0.0613,0.0919,0,0.0919,0,0.0919,0.0306,0,0.0613,0,0.0306,0.0306,0,0,0,0,0,0.0613,0,0,0,0.0919,0,0.0306,0,0,0,0,0.0919,0.0306,0.0306,0.0306,0.0306,0,0.0306,0,0,0.0306,0,0,0,0.0613,0,0,0,0.0306,0.0306,0.0306,0.0919,0,0,0,0,0,0.0306,0.0306,0,0,0,0,0.1532,0.0613,0.0306,0,0.0306,0,0,0.0919,0,0,0.0306,0.0613,0,0.0919,0,0.0919,0,0.0613,0.0919,0,0,0,0,0.0306,0,0,0,0,0.0306,0,0.0251,0.0402,0.0504,0.0565,0.0621,0.0679,0.0626,0.0755,0.0736,0.0699,0.0619,0.0607,0.0613,0.0612,0.0697,0.0707
0.3471,0.5496,0.2025,0.5786,0.1446,0.5786,0.0868,0.3182,0.5496,0.0868,0.0868,0.0289,0.0289,0,0.0289,0.0579,0,0.0579,0.0289,0,0.0579,0.1736,0,0,0.0289,0.1446,0,0.0289,0.1157,0,0.0289,0.0289,0.0289,0.0289,0,0.0289,0,0.0289,0.0289,0,0.0579,0.1157,0,0.0868,0,0,0.0289,0.0868,0.1736,0.0289,0.0289,0,0.0289,0.0868,0,0,0,0,0,0,0.0579,0.0868,0.0289,0.2314,0.0579,0.0579,0,0.0579,0,0,0,0.0289,0,0,0,0.0289,0,0,0.0289,0,0,0,0.0579,0.0289,0.0289,0.1157,0,0.0579,0,0.0289,0.0289,0,0.0289,0.1157,0,0.1157,0.0579,0,0.1736,0.0289,0,0.0579,0,0,0,0.0289,0,0,0,0,0.0525,0.0614,0.0559,0.0659,0.0687,0.0588,0.057,0.0597,0.0543,0.0613,0.0634,0.059,0.0623,0.0696,0.0588,0.0625
0.5662,0.4172,0.5066,0.5364,0.1788,0.5364,0.1192,0.596,0.4172,0.1192,0.149,0.0596,0.0596,0.0894,0.0596,0,0,0.0894,0.0298,0,0.0298,0.0596,0.0298,0.0894,0,0.0894,0.0596,0,0.0596,0,0.149,0.0596,0.0894,0,0,0.0298,0,0.149,0.0298,0,0.0298,0.149,0.0298,0.0894,0,0.0596,0,0,0.0894,0.0894,0.0596,0,0.0298,0,0.0298,0,0.0298,0.0298,0,0,0,0.0596,0.0894,0.1192,0.0298,0.0894,0.0298,0,0.0894,0.0298,0,0,0,0.0298,0,0.0894,0,0,0,0,0.0894,0.0298,0.1192,0,0.0298,0.0298,0,0.298,0,0,0.0298,0,0.0596,0.0894,0,0.149,0,0.0298,0.0596,0,0,0,0,0.0298,0.0298,0,0,0,0.0596,0,0.0351,0.0452,0.0541,0.0555,0.0692,0.0678,0.0696,0.0682,0.0673,0.053,0.0568,0.0593,0.0643,0.0628,0.0684,0.0735
0.4713,0.5969,0.1885,0.6912,0.4713,0.6912,0.1257,0.2199,0.5969,0.1257,0.1257,0,0,0.0314,0.1571,0,0.0314,0.0628,0.0628,0,0,0.1885,0.0628,0.0628,0.0314,0.0943,0.0628,0,0.0628,0.0314,0.0314,0,0.0314,0,0,0.0628,0,0.0628,0,0,0.1257,0.1571,0,0.1885,0,0,0.0314,0.0314,0.0943,0.0628,0.0943,0.0314,0.0628,0,0.1571,0.0314,0,0.0628,0,0,0,0.1257,0.0314,0.2513,0,0.1885,0,0,0.0628,0.0314,0,0,0,0.0314,0,0.0628,0,0,0.0314,0,0.0943,0.0314,0,0,0.0628,0.0314,0,0,0,0,0,0.0628,0,0.1257,0.0314,0.1571,0,0,0.2199,0,0,0,0,0,0.0314,0.0314,0,0,0.0628,0,0.0332,0.0524,0.0494,0.0506,0.0581,0.0616,0.059,0.0619,0.0585,0.0599,0.0667,0.0669,0.0737,0.0752,0.0766,0.0649
0.2436,0.433,0.3518,0.5683,0.3247,0.5683,0.1082,0.433,0.433,0.1082,0.0271,0,0.0271,0,0.0541,0.0812,0.0271,0.0271,0,0,0,0.0541,0,0.0812,0,0.0812,0.0541,0.0541,0.1082,0,0.0541,0,0.1353,0,0.0541,0,0,0.0541,0.0271,0,0.0541,0.1082,0.0271,0.0812,0.0812,0.1082,0,0.0271,0.0812,0,0.0271,0,0.0541,0.0271,0.0271,0.0812,0,0.0812,0,0.0271,0.0271,0.1082,0,0.2165,0,0.0541,0,0.0271,0.0812,0.0541,0,0.0271,0,0.0541,0.0271,0,0,0,0,0,0.0541,0,0.0541,0,0.0812,0.0541,0,0.1624,0.0271,0,0,0.1082,0,0.1082,0,0.1082,0.0271,0,0.0541,0.0271,0,0.0271,0.0271,0,0,0,0,0,0.0541,0,0.0338,0.0379,0.0414,0.0589,0.0522,0.0505,0.0582,0.0626,0.0627,0.0762,0.0661,0.0658,0.0696,0.0722,0.0795,0.0852
